Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
12:29:52,"0,000","3,20","25,586"
12:29:53,"0,181","0,00","25,590"
12:29:54,"0,183","2,70","25,590"
12:29:55,"0,185","0,00","25,590"
12:29:56,"0,188","0,00","25,590"
12:29:57,"0,190","0,00","25,590"
12:29:58,"0,193","0,00","25,590"
12:29:59,"0,195","0,00","25,715"
12:30:00,"0,198","0,00","25,590"
12:30:01,"0,200","0,00","25,590"
12:30:02,"0,203","0,00","25,715"
12:30:03,"0,205","0,00","25,715"
12:30:04,"0,207","0,00","25,590"
12:30:05,"0,210","0,00","25,590"
12:30:06,"0,212","0,00","25,590"
12:30:07,"0,215","0,00","25,621"
12:30:08,"0,218","0,00","25,496"
12:30:09,"0,220","0,00","25,496"
12:30:10,"0,223","0,00","25,496"
12:30:11,"0,225","0,00","25,621"
12:30:12,"0,227","0,00","25,621"
12:30:12,"0,230","0,00","25,621"
12:30:13,"0,232","0,00","25,621"
12:30:14,"0,235","3,40","25,621"
12:30:15,"0,237","0,00","25,621"
12:30:16,"0,240","1,90","25,621"
12:30:17,"0,242","0,00","25,621"
12:30:18,"0,244","0,00","25,621"
12:30:19,"0,246","3,80","25,621"
12:30:20,"0,248","2,30","25,621"
12:30:21,"0,250","3,00","25,621"
12:30:22,"0,253","8,40","25,621"
12:30:23,"0,255","3,00","25,621"
12:30:24,"0,258","7,10","25,621"
12:30:25,"0,260","5,20","25,621"
12:30:26,"0,263","8,10","25,621"
12:30:27,"0,265","9,90","25,621"
12:30:28,"0,267","12,80","25,621"
12:30:29,"0,270","0,00","25,621"
12:30:30,"0,272","5,10","25,621"
12:30:31,"0,275","5,10","25,621"
12:30:32,"0,277","7,50","25,621"
12:30:33,"0,280","9,00","25,621"
12:30:34,"0,282","8,30","25,621"
12:30:35,"0,285","6,80","25,621"
12:30:36,"0,288","6,80","25,621"
12:30:37,"0,290","12,50","25,621"
12:30:38,"0,293","9,20","25,621"
12:30:39,"0,295","8,30","25,621"
12:30:40,"0,297","5,00","25,621"
12:30:41,"0,300","4,50","25,621"
12:30:42,"0,302","0,00","25,621"
12:30:43,"0,305","0,00","25,621"
12:30:44,"0,307","0,00","25,075"
12:30:45,"0,310","2,50","25,621"
12:30:46,"0,312","0,00","25,621"
12:30:47,"0,314","0,00","25,496"
12:30:48,"0,317","4,10","25,621"
12:30:49,"0,319","4,40","25,621"
12:30:50,"0,322","4,70","25,621"
12:30:51,"0,324","0,00","25,465"
12:30:52,"0,326","0,00","25,465"
12:30:53,"0,329","0,00","25,496"
12:30:54,"0,331","0,00","25,496"
12:30:55,"0,334","0,00","25,496"
12:30:56,"0,336","0,00","25,496"
12:30:57,"0,339","0,00","25,496"
12:30:58,"0,341","0,00","25,496"
12:30:59,"0,344","0,00","25,496"
12:31:00,"0,346","0,00","25,496"
12:31:01,"0,349","0,00","25,496"
12:31:02,"0,351","0,00","25,496"
12:31:03,"0,354","0,00","25,621"
12:31:04,"0,356","3,90","25,496"
12:31:05,"0,359","0,00","25,496"
12:31:06,"0,361","4,50","25,621"
