Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
10:00:55,"0,000","1,70","27,383"
10:00:56,"0,180","4,00","26,837"
10:00:57,"0,181","0,00","26,837"
10:00:58,"0,182","0,00","27,383"
10:00:59,"0,184","5,30","26,837"
10:01:00,"0,185","1,80","27,383"
10:01:01,"0,187","5,30","27,383"
10:01:02,"0,189","2,70","27,383"
10:01:03,"0,190","0,00","27,383"
10:01:04,"0,191","3,00","27,383"
10:01:05,"0,193","3,00","27,383"
10:01:06,"0,194","0,00","27,383"
10:01:07,"0,195","3,10","27,383"
10:01:08,"0,197","0,00","27,383"
10:01:09,"0,199","14,20","27,383"
10:01:10,"0,200","9,80","27,383"
10:01:11,"0,202","9,00","27,383"
10:01:12,"0,204","8,60","27,383"
10:01:13,"0,205","6,50","27,383"
10:01:14,"0,207","0,00","27,383"
10:01:15,"0,208","5,90","27,383"
10:01:16,"0,209","20,00","27,383"
10:01:17,"0,210","9,70","27,383"
10:01:18,"0,212","10,50","27,383"
10:01:19,"0,213","3,50","27,383"
10:01:20,"0,214","4,80","27,383"
10:01:21,"0,216","9,50","27,383"
10:01:22,"0,217","4,10","27,383"
10:01:23,"0,218","6,80","27,383"
10:01:24,"0,219","7,40","27,383"
10:01:25,"0,221","3,20","27,383"
10:01:26,"0,222","5,10","27,383"
10:01:27,"0,223","11,60","27,383"
10:01:28,"0,225","14,20","27,383"
10:01:29,"0,226","11,70","27,383"
10:01:30,"0,227","8,60","27,383"
10:01:31,"0,228","9,00","27,383"
10:01:32,"0,230","4,10","27,383"
10:01:33,"0,231","4,30","27,383"
10:01:34,"0,232","11,70","27,383"
10:01:35,"0,234","12,90","27,383"
10:01:36,"0,235","5,10","27,383"
10:01:37,"0,236","8,60","27,383"
10:01:38,"0,238","6,60","27,383"
10:01:39,"0,239","0,00","27,383"
10:01:40,"0,240","0,00","27,383"
10:01:41,"0,241","5,70","27,383"
10:01:42,"0,243","0,00","27,383"
10:01:43,"0,244","0,00","27,383"
10:01:44,"0,245","4,10","27,383"
10:01:45,"0,246","0,00","27,383"
10:01:46,"0,248","0,00","27,383"
10:01:47,"0,249","0,00","27,383"
10:01:48,"0,250","0,00","27,383"
10:01:49,"0,251","2,10","27,383"
10:01:50,"0,252","3,80","27,383"
10:01:51,"0,254","4,30","27,383"
10:01:52,"0,255","4,50","27,383"
10:01:53,"0,256","4,60","27,383"
10:01:54,"0,258","7,10","27,383"
10:01:55,"0,259","3,20","27,383"
10:01:56,"0,260","0,00","27,383"
10:01:57,"0,261","0,00","27,383"
10:01:58,"0,263","0,00","27,383"
10:01:59,"0,264","0,00","27,383"
10:02:00,"0,265","2,30","27,383"
10:02:01,"0,266","2,70","27,383"
10:02:02,"0,268","6,10","27,383"
10:02:03,"0,269","3,20","27,383"
10:02:04,"0,270","8,30","27,383"
10:02:05,"0,272","0,00","27,383"
10:02:06,"0,273","5,80","27,383"
10:02:07,"0,274","3,40","27,383"
10:02:08,"0,275","3,70","27,383"
10:02:09,"0,277","5,70","27,383"
10:02:10,"0,278","3,50","27,383"
10:02:11,"0,279","0,00","27,383"
10:02:12,"0,280","0,00","27,383"
10:02:13,"0,282","0,00","27,383"
10:02:14,"0,283","0,00","27,383"
10:02:15,"0,284","2,50","27,383"
10:02:16,"0,285","0,00","27,383"
10:02:17,"0,287","0,00","27,383"
10:02:18,"0,288","0,00","27,383"
10:02:19,"0,289","2,70","27,383"
10:02:20,"0,290","0,00","27,383"
10:02:21,"0,292","0,00","27,383"
10:02:22,"0,293","4,00","27,383"
10:02:23,"0,294","3,60","27,383"
10:02:24,"0,295","4,70","27,383"
10:02:25,"0,297","0,00","27,383"
10:02:26,"0,298","3,50","27,383"
10:02:27,"0,299","3,50","27,383"
10:02:29,"0,301","0,00","27,383"
10:02:30,"0,302","5,50","27,383"
10:02:31,"0,303","0,00","27,383"
10:02:32,"0,304","7,60","27,383"
10:02:33,"0,306","3,30","27,383"
10:02:33,"0,307","5,50","27,383"
10:02:34,"0,309","2,20","27,383"
10:02:35,"0,310","18,10","27,383"
10:02:36,"0,311","0,00","27,383"
10:02:37,"0,313","10,70","27,383"
10:02:38,"0,314","3,70","27,383"
10:02:39,"0,316","0,00","27,383"
10:02:41,"0,317","0,00","27,383"
10:02:42,"0,319","4,00","27,383"
10:02:43,"0,320","3,50","27,383"
10:02:44,"0,322","2,70","27,383"
10:02:45,"0,323","4,70","27,383"
10:02:46,"0,325","7,10","27,383"
10:02:47,"0,326","3,40","27,383"
10:02:48,"0,328","2,50","27,383"
10:02:49,"0,329","0,00","27,383"
10:02:50,"0,330","3,30","26,837"
10:02:51,"0,332","0,00","27,383"
10:02:52,"0,333","0,00","27,383"
10:02:53,"0,335","10,00","27,383"
10:02:54,"0,336","6,70","27,383"
10:02:55,"0,338","7,50","27,383"
10:02:56,"0,339","4,30","27,383"
10:02:57,"0,341","4,50","27,383"
10:02:58,"0,342","10,00","27,383"
10:02:59,"0,344","3,70","27,383"
10:03:00,"0,345","3,50","27,383"
10:03:01,"0,346","3,40","27,383"
10:03:02,"0,348","3,50","27,383"
10:03:03,"0,350","4,30","27,383"
10:03:04,"0,351","5,50","27,383"
10:03:05,"0,352","0,00","27,383"
10:03:06,"0,354","0,00","27,383"
10:03:07,"0,355","0,00","27,383"
10:03:08,"0,357","0,00","27,383"
10:03:09,"0,358","1,90","27,383"
10:03:10,"0,359","3,20","27,383"
10:03:11,"0,361","0,00","27,383"
10:03:12,"0,363","4,30","27,383"
10:03:13,"0,364","3,20","27,383"
10:03:14,"0,365","9,30","27,383"
10:03:15,"0,367","4,30","27,383"
10:03:16,"0,368","4,00","27,383"
10:03:17,"0,370","13,30","27,383"
10:03:18,"0,371","2,50","27,383"
10:03:19,"0,373","5,00","27,383"
10:03:20,"0,374","7,50","27,383"
10:03:21,"0,376","3,50","27,383"
10:03:22,"0,377","6,60","27,383"
10:03:23,"0,379","3,50","27,383"
10:03:24,"0,380","4,10","27,383"
10:03:25,"0,381","2,80","27,383"
10:03:26,"0,383","5,00","27,383"
10:03:27,"0,384","6,30","27,383"
10:03:28,"0,386","0,00","27,383"
10:03:29,"0,387","0,00","27,383"
10:03:30,"0,389","0,00","27,383"
10:03:31,"0,390","2,40","27,383"
10:03:32,"0,391","4,10","27,383"
10:03:33,"0,393","3,00","27,383"
10:03:34,"0,394","0,00","27,383"
10:03:35,"0,395","0,00","27,383"
10:03:36,"0,396","1,70","27,383"
10:03:37,"0,398","2,80","27,383"
10:03:38,"0,399","0,00","27,383"
10:03:39,"0,400","0,00","27,383"
10:03:40,"0,401","0,00","27,383"
10:03:41,"0,403","0,00","27,383"
10:03:42,"0,404","0,00","27,383"
10:03:43,"0,405","2,80","27,383"
10:03:44,"0,406","4,50","27,383"
10:03:45,"0,408","4,10","27,383"
10:03:46,"0,409","13,00","27,383"
10:03:47,"0,410","3,50","27,383"
10:03:48,"0,411","6,20","27,383"
10:03:49,"0,413","3,40","27,383"
10:03:50,"0,414","3,00","27,383"
10:03:51,"0,416","3,50","27,383"
10:03:52,"0,417","3,70","27,383"
10:03:53,"0,418","5,20","27,383"
10:03:54,"0,419","0,00","27,383"
10:03:55,"0,421","0,00","26,837"
10:03:56,"0,422","0,00","27,383"
10:03:57,"0,423","6,20","27,383"
10:03:58,"0,424","2,80","27,383"
10:03:59,"0,426","0,00","27,383"
10:04:00,"0,427","12,40","27,383"
10:04:01,"0,428","5,40","27,383"
10:04:02,"0,429","4,90","27,383"
10:04:03,"0,431","4,70","27,383"
10:04:04,"0,432","3,20","27,383"
10:04:05,"0,433","2,00","27,383"
10:04:06,"0,434","2,30","27,383"
