Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
11:44:56,"0,000","20,80","28,277"
11:44:57,"0,123","64,50","28,613"
11:44:58,"0,130","43,40","28,582"
11:44:59,"0,135","20,40","28,582"
11:45:00,"0,140","21,70","28,582"
11:45:01,"0,145","7,10","28,582"
11:45:02,"0,150","8,00","28,582"
11:45:03,"0,154","13,30","28,582"
11:45:04,"0,160","17,60","28,582"
11:45:05,"0,165","10,70","28,582"
11:45:06,"0,169","12,00","28,582"
11:45:07,"0,174","13,10","28,582"
11:45:08,"0,179","10,20","28,582"
11:45:09,"0,184","13,30","28,582"
11:45:10,"0,189","10,00","28,582"
11:45:11,"0,193","10,00","28,582"
11:45:12,"0,198","9,50","28,488"
11:45:13,"0,204","14,20","28,488"
11:45:14,"0,209","15,00","28,488"
11:45:15,"0,214","17,10","28,488"
11:45:16,"0,219","13,00","28,488"
11:45:17,"0,223","16,60","28,488"
11:45:18,"0,228","19,40","28,488"
11:45:19,"0,233","20,00","28,488"
11:45:20,"0,238","5,30","28,488"
11:45:21,"0,243","6,50","28,488"
11:45:21,"0,251","0,00","28,488"
11:45:22,"0,255","0,00","28,488"
11:45:23,"0,260","0,00","28,488"
11:45:24,"0,265","0,00","28,488"
11:45:25,"0,270","0,00","28,488"
11:45:26,"0,275","0,00","28,488"
11:45:27,"0,279","0,00","28,488"
11:45:28,"0,284","0,00","28,488"
11:45:29,"0,289","4,50","28,488"
11:45:30,"0,294","0,00","28,488"
11:45:31,"0,298","0,00","28,520"
11:45:32,"0,303","3,30","28,520"
11:45:33,"0,308","0,00","28,520"
11:45:34,"0,313","0,00","28,488"
11:45:35,"0,317","0,00","28,488"
11:45:36,"0,322","1,20","28,488"
11:45:37,"0,326","5,50","28,488"
11:45:38,"0,331","0,00","28,488"
11:45:39,"0,336","0,00","28,488"
11:45:40,"0,341","0,00","28,488"
11:45:41,"0,346","3,10","28,488"
11:45:42,"0,351","0,00","28,488"
11:45:43,"0,356","0,00","28,488"
11:45:44,"0,361","0,00","28,488"
11:45:45,"0,366","0,00","28,488"
11:45:47,"0,370","0,00","28,488"
11:45:48,"0,375","0,00","28,488"
11:45:49,"0,379","5,00","28,488"
11:45:49,"0,384","0,00","28,488"
11:45:50,"0,389","0,00","28,488"
11:45:52,"0,394","16,60","28,488"
11:45:53,"0,398","17,80","28,488"
11:45:54,"0,403","10,40","28,488"
11:45:55,"0,408","8,30","28,488"
11:45:56,"0,412","0,00","28,488"
11:45:57,"0,417","9,50","28,488"
11:45:58,"0,422","3,80","28,488"
11:45:59,"0,427","0,00","28,488"
11:46:00,"0,432","9,70","28,488"
11:46:01,"0,436","9,00","28,488"
11:46:02,"0,442","11,40","28,488"
11:46:03,"0,446","4,00","28,488"
11:46:03,"0,451","6,20","28,488"
11:46:05,"0,457","4,40","28,488"
11:46:06,"0,462","3,10","28,488"
11:46:07,"0,467","17,40","28,488"
11:46:08,"0,472","0,00","28,488"
11:46:09,"0,477","0,00","28,488"
11:46:10,"0,481","4,00","28,488"
11:46:10,"0,486","0,00","28,488"
11:46:11,"0,491","11,70","28,488"
11:46:13,"0,496","23,70","28,488"
11:46:14,"0,500","9,50","28,488"
11:46:15,"0,505","15,90","28,488"
11:46:16,"0,510","18,50","28,488"
11:46:17,"0,514","10,80","28,488"
11:46:18,"0,519","16,60","28,488"
11:46:19,"0,524","13,10","28,488"
11:46:20,"0,529","11,80","28,488"
11:46:21,"0,534","4,00","28,488"
11:46:22,"0,539","3,40","28,488"
11:46:23,"0,544","3,50","28,488"
11:46:23,"0,549","3,00","28,488"
11:46:24,"0,555","0,00","28,488"
11:46:25,"0,559","0,00","28,488"
11:46:26,"0,564","0,00","28,488"
11:46:27,"0,569","0,00","28,488"
11:46:28,"0,574","0,00","28,488"
11:46:29,"0,579","0,00","28,488"
11:46:30,"0,584","0,00","28,520"
11:46:31,"0,588","0,00","28,488"
11:46:32,"0,593","0,00","28,488"
11:46:33,"0,598","0,00","28,488"
11:46:34,"0,603","0,00","28,488"
11:46:35,"0,608","0,00","28,520"
11:46:36,"0,613","1,50","28,488"
11:46:37,"0,618","0,00","28,488"
11:46:38,"0,622","0,00","28,488"
11:46:39,"0,627","3,70","28,488"
11:46:40,"0,632","0,00","28,520"
11:46:41,"0,636","0,00","28,520"
11:46:42,"0,641","0,00","28,520"
11:46:43,"0,646","0,00","28,520"
11:46:44,"0,651","0,00","28,520"
11:46:45,"0,655","0,00","28,520"
11:46:46,"0,660","0,00","28,520"
11:46:47,"0,665","0,00","28,520"
11:46:48,"0,670","0,00","28,645"
11:46:49,"0,675","0,00","28,645"
11:46:50,"0,680","0,00","28,645"
11:46:51,"0,684","0,00","28,645"
11:46:52,"0,689","0,00","28,645"
11:46:53,"0,694","0,00","28,645"
11:46:54,"0,699","0,00","28,645"
11:46:55,"0,704","0,00","28,645"
11:46:56,"0,708","0,00","28,645"
11:46:57,"0,713","0,00","28,645"
11:46:58,"0,717","0,00","28,645"
11:46:59,"0,722","0,00","28,645"
11:47:00,"0,727","0,00","28,645"
11:47:01,"0,732","0,00","28,645"
11:47:02,"0,737","0,00","28,645"
11:47:03,"0,742","0,00","28,645"
11:47:04,"0,747","0,00","28,645"
11:47:05,"0,751","2,10","28,645"
11:47:06,"0,756","0,00","28,645"
11:47:07,"0,760","0,00","28,645"
11:47:08,"0,763","2,60","28,645"
