Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
18:24:40,"0,000","0,00","28,246"
18:24:41,"0,178","49,90","28,570"
18:24:42,"0,182","0,00","28,570"
18:24:43,"0,185","0,00","28,570"
18:24:44,"0,188","0,00","28,570"
18:24:45,"0,192","0,00","28,570"
18:24:46,"0,194","0,00","28,570"
18:24:47,"0,196","0,00","28,570"
18:24:48,"0,200","0,00","28,570"
18:24:49,"0,202","0,00","28,570"
18:24:50,"0,205","0,00","28,570"
18:24:51,"0,205","0,00","28,570"
18:24:52,"0,205","0,00","28,570"
18:24:53,"0,207","0,00","28,570"
18:24:54,"0,208","2,60","28,570"
18:24:55,"0,212","0,00","28,570"
18:24:56,"0,212","6,40","28,477"
18:24:57,"0,217","16,00","28,477"
18:24:58,"0,219","2,60","28,477"
18:24:59,"0,221","0,00","28,477"
18:25:00,"0,224","0,00","28,477"
18:25:01,"0,224","0,00","28,477"
18:25:02,"0,226","0,00","28,477"
18:25:02,"0,228","0,00","28,477"
18:25:03,"0,230","3,80","28,477"
18:25:04,"0,233","0,00","28,477"
18:25:05,"0,233","0,00","28,477"
18:25:06,"0,233","0,00","28,477"
18:25:07,"0,236","2,50","28,477"
18:25:08,"0,236","0,00","28,477"
18:25:09,"0,238","0,00","28,477"
18:25:10,"0,240","5,00","28,477"
18:25:11,"0,242","0,00","28,477"
18:25:12,"0,246","0,00","28,477"
18:25:14,"0,247","0,00","28,477"
18:25:14,"0,249","0,00","28,477"
18:25:15,"0,252","0,00","28,477"
18:25:16,"0,252","0,00","28,477"
18:25:17,"0,253","0,00","28,477"
18:25:18,"0,254","0,00","28,508"
18:25:19,"0,256","0,00","28,508"
18:25:20,"0,257","0,00","28,508"
18:25:21,"0,257","0,00","28,508"
18:25:22,"0,259","0,00","28,508"
18:25:23,"0,262","0,00","28,508"
18:25:24,"0,262","0,00","28,508"
18:25:25,"0,262","0,00","28,508"
18:25:26,"0,265","1,60","28,508"
18:25:27,"0,267","2,70","28,633"
18:25:28,"0,268","0,00","28,508"
18:25:29,"0,272","0,00","28,633"
18:25:30,"0,272","0,00","28,633"
18:25:31,"0,275","0,00","28,633"
18:25:32,"0,275","0,00","28,633"
18:25:33,"0,277","0,00","28,633"
18:25:34,"0,279","0,00","28,633"
18:25:35,"0,281","0,00","28,633"
18:25:36,"0,282","0,00","28,508"
18:25:37,"0,286","0,00","28,633"
18:25:38,"0,286","3,00","28,633"
18:25:39,"0,290","0,00","28,633"
18:25:40,"0,292","0,00","28,633"
18:25:41,"0,293","0,00","28,633"
18:25:42,"0,297","0,00","28,633"
18:25:43,"0,297","0,00","28,633"
18:25:44,"0,297","3,00","28,633"
18:25:45,"0,298","4,50","28,633"
18:25:46,"0,302","0,00","28,633"
18:25:47,"0,304","0,00","28,633"
18:25:48,"0,307","0,00","28,633"
18:25:49,"0,307","0,00","28,633"
18:25:50,"0,308","3,70","28,633"
18:25:51,"0,309","3,70","28,633"
18:25:52,"0,309","4,10","28,633"
