Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
23:04:33,"0,000","2,80","29,176"
23:04:34,"0,177","57,70","29,176"
23:04:35,"0,181","3,10","29,176"
23:04:36,"0,182","7,60","29,176"
23:04:37,"0,183","0,00","28,630"
23:04:38,"0,184","0,00","28,630"
23:04:39,"0,185","0,00","29,176"
23:04:40,"0,186","2,00","29,176"
23:04:41,"0,188","6,20","29,176"
23:04:42,"0,189","2,20","29,176"
23:04:43,"0,191","0,00","29,176"
23:04:44,"0,192","0,00","29,176"
23:04:45,"0,193","2,70","29,176"
23:04:46,"0,195","6,20","29,176"
23:04:47,"0,196","5,40","29,176"
23:04:48,"0,197","0,00","28,895"
23:04:49,"0,199","2,80","28,895"
23:04:50,"0,201","2,80","28,349"
23:04:51,"0,202","2,40","28,895"
23:04:52,"0,204","0,00","28,895"
23:04:53,"0,205","3,30","28,895"
23:04:54,"0,206","0,00","28,349"
23:04:55,"0,208","3,00","28,895"
23:04:56,"0,209","2,00","28,895"
23:04:57,"0,210","3,20","28,895"
23:04:58,"0,212","0,00","28,895"
23:04:59,"0,213","0,00","28,895"
23:05:00,"0,214","0,00","28,895"
23:05:01,"0,216","5,00","28,895"
23:05:01,"0,217","5,10","28,895"
23:05:02,"0,218","3,90","28,895"
23:05:03,"0,220","3,30","28,895"
23:05:04,"0,221","7,20","28,895"
23:05:05,"0,222","10,70","28,895"
23:05:06,"0,224","3,40","28,895"
23:05:07,"0,225","7,10","28,895"
23:05:08,"0,226","0,00","28,895"
23:05:09,"0,228","1,90","28,895"
23:05:10,"0,229","1,50","28,895"
23:05:11,"0,230","0,00","28,349"
23:05:12,"0,232","2,10","28,895"
23:05:13,"0,233","3,80","28,895"
23:05:14,"0,235","3,80","28,349"
23:05:15,"0,236","3,60","28,895"
23:05:16,"0,237","2,90","28,895"
23:05:17,"0,239","0,00","28,895"
23:05:18,"0,240","2,20","28,895"
23:05:19,"0,241","6,40","28,895"
23:05:20,"0,243","3,90","28,895"
23:05:21,"0,244","2,50","28,895"
23:05:22,"0,245","3,90","28,895"
23:05:23,"0,247","0,00","28,895"
23:05:24,"0,248","0,00","28,895"
23:05:25,"0,249","2,50","28,895"
23:05:26,"0,251","3,50","28,895"
23:05:27,"0,252","0,00","28,895"
23:05:28,"0,254","5,00","28,895"
23:05:29,"0,255","0,00","28,895"
23:05:30,"0,256","0,00","28,895"
23:05:31,"0,258","4,50","28,895"
23:05:32,"0,259","3,30","28,895"
23:05:33,"0,260","2,50","28,895"
