Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
18:32:28,"0,000","7,10","28,297"
18:32:29,"0,178","37,70","28,582"
18:32:30,"0,182","64,10","28,582"
18:32:31,"0,186","0,00","28,582"
18:32:32,"0,188","7,60","28,582"
18:32:33,"0,191","2,70","28,582"
18:32:34,"0,193","0,00","28,582"
18:32:35,"0,196","3,20","28,582"
18:32:36,"0,199","0,00","28,582"
18:32:37,"0,201","0,00","28,582"
18:32:38,"0,205","0,00","28,582"
18:32:39,"0,208","2,10","28,582"
18:32:40,"0,210","0,00","28,582"
18:32:41,"0,214","0,00","28,582"
18:32:42,"0,216","3,30","28,582"
18:32:43,"0,219","0,00","28,582"
18:32:44,"0,222","0,00","28,676"
18:32:45,"0,227","0,00","28,520"
18:32:46,"0,229","0,00","28,523"
18:32:47,"0,231","0,00","28,648"
18:32:48,"0,233","3,70","28,648"
18:32:49,"0,236","0,00","28,523"
18:32:50,"0,238","0,00","28,648"
18:32:51,"0,240","0,00","28,648"
18:32:52,"0,242","0,00","28,648"
18:32:53,"0,246","0,00","28,648"
18:32:54,"0,248","0,00","28,648"
18:32:55,"0,252","0,00","28,648"
18:32:56,"0,252","3,70","28,648"
18:32:57,"0,256","1,60","28,648"
18:32:58,"0,258","6,60","28,648"
18:32:59,"0,260","7,40","28,648"
18:33:00,"0,264","6,40","28,648"
18:33:01,"0,268","0,00","28,103"
18:33:02,"0,270","0,00","28,103"
18:33:03,"0,272","3,50","28,648"
18:33:04,"0,274","0,00","28,103"
18:33:05,"0,276","3,20","28,648"
18:33:06,"0,279","8,30","28,648"
18:33:07,"0,281","0,00","28,648"
18:33:08,"0,283","11,10","28,648"
18:33:09,"0,285","4,00","28,648"
18:33:10,"0,287","0,00","28,103"
18:33:11,"0,291","0,00","28,103"
18:33:12,"0,295","0,00","28,103"
18:33:13,"0,297","2,20","28,648"
18:33:14,"0,301","0,00","28,492"
18:33:14,"0,303","0,00","28,492"
18:33:15,"0,305","0,00","28,492"
18:33:16,"0,307","0,00","28,492"
18:33:17,"0,310","0,00","28,492"
18:33:18,"0,312","0,00","28,492"
18:33:19,"0,314","0,00","28,492"
18:33:20,"0,316","0,00","28,492"
18:33:21,"0,319","0,00","28,492"
18:33:22,"0,323","0,00","28,492"
18:33:23,"0,328","0,00","28,492"
18:33:24,"0,330","0,00","28,492"
18:33:25,"0,333","7,40","28,492"
18:33:26,"0,336","3,40","28,492"
18:33:27,"0,338","2,30","28,492"
18:33:28,"0,340","5,00","28,492"
18:33:29,"0,344","0,00","28,492"
18:33:30,"0,346","5,80","28,492"
18:33:31,"0,350","0,00","28,492"
18:33:32,"0,352","0,00","28,492"
18:33:33,"0,354","0,00","28,492"
18:33:34,"0,356","0,00","28,492"
18:33:35,"0,358","0,00","28,492"
18:33:36,"0,362","0,00","28,492"
18:33:37,"0,366","0,00","28,492"
18:33:38,"0,368","0,00","28,492"
18:33:39,"0,370","5,50","28,523"
18:33:40,"0,373","0,00","28,523"
18:33:41,"0,375","0,00","28,523"
18:33:42,"0,377","5,00","28,523"
18:33:43,"0,379","0,00","28,648"
18:33:44,"0,383","0,00","28,648"
18:33:45,"0,386","0,00","28,648"
18:33:46,"0,387","0,00","28,648"
18:33:47,"0,391","3,90","28,648"
18:33:48,"0,393","0,00","28,648"
18:33:49,"0,395","0,00","28,648"
18:33:50,"0,397","1,70","28,648"
18:33:51,"0,399","2,70","28,648"
18:33:52,"0,401","1,00","28,648"
18:33:53,"0,403","0,00","28,648"
18:33:54,"0,407","0,00","28,648"
18:33:55,"0,409","0,00","28,648"
18:33:56,"0,411","3,50","28,648"
18:33:57,"0,415","0,00","28,648"
18:33:58,"0,417","7,50","28,648"
18:33:59,"0,421","3,80","28,648"
18:34:00,"0,425","6,90","28,648"
18:34:01,"0,429","7,10","28,648"
18:34:02,"0,431","12,50","28,648"
18:34:03,"0,433","6,60","28,648"
18:34:04,"0,435","0,00","28,648"
18:34:05,"0,439","0,00","28,648"
18:34:06,"0,441","0,00","28,648"
18:34:07,"0,445","0,00","28,648"
18:34:08,"0,449","0,00","28,648"
18:34:09,"0,451","3,80","28,648"
18:34:10,"0,455","0,00","28,492"
18:34:11,"0,457","0,00","28,492"
18:34:12,"0,459","0,00","28,492"
18:34:13,"0,461","3,40","28,492"
18:34:13,"0,463","0,00","28,492"
18:34:14,"0,465","0,00","28,492"
18:34:15,"0,467","0,00","28,492"
18:34:16,"0,471","3,40","28,492"
18:34:17,"0,475","0,00","28,492"
18:34:18,"0,479","0,00","28,492"
18:34:19,"0,481","0,00","28,492"
18:34:21,"0,485","0,00","28,492"
18:34:21,"0,487","0,00","28,492"
18:34:22,"0,489","0,00","28,492"
18:34:23,"0,491","0,00","28,492"
18:34:24,"0,493","0,00","28,492"
18:34:25,"0,497","0,00","28,492"
18:34:26,"0,499","0,00","28,492"
18:34:27,"0,501","0,00","28,492"
18:34:28,"0,505","8,00","28,492"
18:34:29,"0,507","2,60","28,492"
18:34:30,"0,511","0,00","28,492"
18:34:31,"0,515","0,00","28,492"
18:34:32,"0,517","6,40","28,492"
18:34:33,"0,521","6,40","28,492"
18:34:34,"0,525","0,00","28,492"
18:34:35,"0,527","3,30","28,492"
18:34:36,"0,529","0,00","28,492"
18:34:37,"0,531","0,00","28,492"
18:34:38,"0,533","0,00","28,492"
18:34:39,"0,537","0,00","28,492"
18:34:40,"0,541","0,00","28,492"
18:34:41,"0,545","0,00","28,492"
18:34:42,"0,547","0,00","28,492"
18:34:43,"0,549","0,00","28,492"
18:34:44,"0,553","0,00","28,492"
18:34:45,"0,555","0,00","28,523"
18:34:46,"0,557","0,00","28,523"
18:34:47,"0,559","0,00","28,523"
18:34:48,"0,561","0,00","28,648"
18:34:49,"0,563","0,00","28,648"
18:34:50,"0,565","0,00","28,648"
18:34:51,"0,569","0,00","28,648"
18:34:52,"0,573","0,00","28,648"
18:34:53,"0,575","3,80","28,648"
18:34:54,"0,579","0,00","28,648"
18:34:55,"0,583","0,00","28,648"
18:34:56,"0,587","3,50","28,648"
18:34:57,"0,589","0,00","28,648"
18:34:58,"0,591","0,00","28,648"
