Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
18:08:14,"0,000","13,30","29,555"
18:08:15,"0,182","2,40","28,742"
18:08:16,"0,186","0,00","28,742"
18:08:17,"0,188","0,00","28,742"
18:08:18,"0,190","0,00","28,196"
18:08:19,"0,192","0,00","28,586"
18:08:20,"0,196","0,00","28,586"
18:08:21,"0,200","0,00","28,586"
18:08:22,"0,200","0,00","28,586"
18:08:23,"0,202","0,00","28,586"
18:08:24,"0,206","0,00","28,586"
18:08:25,"0,206","0,00","28,586"
18:08:26,"0,206","0,00","28,586"
18:08:27,"0,207","2,00","28,586"
18:08:28,"0,207","2,70","28,586"
18:08:29,"0,209","5,50","28,586"
18:08:30,"0,210","13,60","28,586"
18:08:31,"0,212","0,00","28,492"
18:08:32,"0,215","0,00","28,492"
18:08:33,"0,217","0,00","28,492"
18:08:34,"0,219","0,00","28,492"
18:08:35,"0,219","0,00","28,492"
18:08:36,"0,221","0,00","28,492"
18:08:37,"0,223","0,00","28,492"
18:08:38,"0,225","0,00","28,492"
18:08:39,"0,226","0,00","28,492"
18:08:40,"0,230","0,00","28,492"
18:08:41,"0,230","0,00","28,492"
18:08:42,"0,230","0,00","28,492"
18:08:43,"0,232","0,00","28,523"
18:08:44,"0,235","0,00","28,648"
18:08:45,"0,237","0,00","28,648"
18:08:46,"0,241","0,00","28,648"
18:08:47,"0,243","2,40","28,648"
18:08:48,"0,243","2,90","28,648"
18:08:49,"0,246","3,20","28,648"
18:08:50,"0,248","0,00","28,648"
18:08:51,"0,250","0,00","28,648"
18:08:52,"0,250","0,00","28,648"
18:08:53,"0,252","0,00","28,648"
18:08:54,"0,254","0,00","28,648"
18:08:55,"0,258","0,00","28,648"
18:08:56,"0,258","0,00","28,648"
18:08:57,"0,260","2,60","28,648"
18:08:58,"0,261","6,60","28,648"
18:08:59,"0,263","6,80","28,648"
18:09:00,"0,263","3,50","28,648"
18:09:01,"0,265","3,70","28,648"
18:09:02,"0,267","10,30","28,648"
18:09:03,"0,270","4,50","28,648"
18:09:04,"0,271","7,70","28,648"
18:09:05,"0,272","3,80","28,648"
18:09:05,"0,274","4,10","28,648"
18:09:06,"0,274","3,10","28,648"
18:09:07,"0,275","0,00","28,648"
18:09:08,"0,277","0,00","28,492"
18:09:09,"0,277","0,00","28,492"
18:09:10,"0,279","0,00","28,492"
18:09:11,"0,281","0,00","28,492"
18:09:12,"0,283","0,00","28,492"
18:09:13,"0,284","0,00","28,492"
18:09:14,"0,284","0,00","28,492"
18:09:15,"0,286","0,00","28,492"
18:09:16,"0,286","0,00","28,492"
18:09:17,"0,288","0,00","28,492"
18:09:18,"0,291","0,00","28,492"
18:09:19,"0,293","0,00","28,492"
18:09:20,"0,295","0,00","28,492"
18:09:21,"0,297","3,10","28,492"
18:09:22,"0,301","0,00","28,492"
18:09:23,"0,303","0,00","28,492"
18:09:24,"0,303","0,00","28,492"
18:09:25,"0,304","0,00","28,492"
18:09:26,"0,304","4,40","28,492"
18:09:27,"0,305","0,00","28,492"
18:09:28,"0,309","0,00","28,492"
18:09:29,"0,309","0,00","28,492"
18:09:30,"0,309","0,00","28,492"
18:09:31,"0,311","0,00","28,492"
18:09:32,"0,312","0,00","28,492"
18:09:33,"0,314","0,00","28,492"
18:09:34,"0,314","0,00","28,492"
18:09:35,"0,316","4,00","28,492"
18:09:36,"0,318","4,00","28,492"
18:09:37,"0,319","0,00","28,492"
18:09:38,"0,319","0,00","28,492"
18:09:39,"0,321","0,00","28,492"
18:09:40,"0,325","0,00","28,492"
18:09:41,"0,325","0,00","28,492"
18:09:42,"0,325","3,80","28,492"
18:09:43,"0,328","0,00","28,492"
18:09:44,"0,330","0,00","28,492"
18:09:45,"0,330","0,00","28,492"
18:09:46,"0,332","0,00","28,492"
18:09:47,"0,333","0,00","28,492"
18:09:48,"0,333","0,00","28,492"
18:09:49,"0,333","0,00","28,492"
