Tempo,TragefoRede(MB),CPU(%),Memoria(MB)
17:35:10,"0,000","5,80","28,703"
17:35:11,"0,180","5,40","28,703"
17:35:12,"0,182","2,50","28,703"
17:35:13,"0,184","0,00","28,703"
17:35:14,"0,186","3,70","28,703"
17:35:15,"0,187","0,00","28,707"
17:35:16,"0,189","0,00","28,707"
17:35:17,"0,191","0,00","28,707"
17:35:18,"0,193","0,00","28,707"
17:35:19,"0,194","0,00","28,707"
17:35:20,"0,196","0,00","28,707"
17:35:21,"0,197","0,00","28,551"
17:35:22,"0,199","0,00","28,551"
17:35:23,"0,201","0,00","28,551"
17:35:24,"0,202","2,50","28,551"
17:35:25,"0,204","0,00","28,457"
17:35:26,"0,206","0,00","28,457"
17:35:27,"0,208","0,00","28,457"
17:35:28,"0,209","0,00","28,457"
17:35:29,"0,211","0,00","28,457"
17:35:30,"0,213","4,10","28,457"
17:35:31,"0,214","0,00","28,613"
17:35:32,"0,216","0,00","28,457"
17:35:33,"0,218","0,00","28,457"
17:35:34,"0,219","3,40","28,457"
17:35:35,"0,221","0,00","28,457"
17:35:36,"0,223","0,00","28,488"
17:35:37,"0,224","0,00","28,457"
17:35:38,"0,226","0,00","28,488"
17:35:39,"0,227","0,00","28,488"
17:35:40,"0,229","0,00","28,457"
17:35:41,"0,230","0,00","28,488"
17:35:42,"0,232","0,00","28,488"
17:35:43,"0,233","0,00","28,488"
17:35:44,"0,235","0,00","28,488"
17:35:45,"0,237","0,00","28,488"
17:35:46,"0,238","0,00","28,613"
17:35:47,"0,240","3,50","28,613"
17:35:48,"0,241","0,00","28,613"
17:35:49,"0,243","0,00","28,613"
17:35:50,"0,243","0,00","28,613"
17:35:51,"0,245","2,40","28,613"
17:35:52,"0,246","0,00","28,613"
17:35:53,"0,248","0,00","28,613"
17:35:54,"0,250","5,20","28,613"
17:35:55,"0,251","0,00","28,613"
17:35:56,"0,253","0,00","28,613"
17:35:57,"0,254","2,70","28,613"
17:35:58,"0,256","0,00","28,613"
17:35:59,"0,258","4,70","28,613"
17:36:00,"0,260","0,00","28,488"
17:36:01,"0,261","0,00","28,617"
17:36:02,"0,263","0,00","28,492"
17:36:03,"0,265","0,00","28,617"
17:36:04,"0,266","3,10","28,492"
17:36:05,"0,268","0,00","28,621"
17:36:06,"0,269","0,00","28,621"
17:36:07,"0,271","0,00","28,621"
17:36:08,"0,272","3,20","28,621"
17:36:09,"0,273","2,20","28,621"
17:36:10,"0,275","0,00","28,621"
17:36:11,"0,276","3,20","28,621"
17:36:12,"0,278","0,00","28,621"
17:36:13,"0,279","4,10","28,621"
17:36:14,"0,281","7,40","28,621"
17:36:15,"0,282","9,50","28,621"
17:36:16,"0,284","8,60","28,621"
17:36:17,"0,285","6,80","28,621"
17:36:18,"0,287","3,00","28,621"
17:36:19,"0,288","3,20","28,621"
17:36:20,"0,290","9,50","28,621"
17:36:21,"0,291","5,80","28,621"
17:36:22,"0,293","5,10","28,621"
17:36:23,"0,294","9,20","28,621"
17:36:24,"0,296","0,00","28,621"
17:36:25,"0,297","7,10","28,621"
17:36:26,"0,299","6,80","28,621"
